date,h0,h1,h2,h3,h4,h5,h6
2021-03-04,4.9894993e-06,0.98583025,6.0498045e-15,0.8576477,9.2523595e-05,1.0,1.8712944e-12
2021-03-05,9.743153e-09,0.0036914533,1.7179276e-15,0.9999536,0.004955422,0.999979,4.1010365e-11
2021-03-06,1.1805816e-09,5.559982e-07,3.7913856e-18,0.9999895,0.0015097319,0.99921715,4.3327955e-08
2021-03-07,2.746649e-07,2.6636711e-05,2.5581022e-16,0.99996555,0.15942766,0.9998971,3.5705834e-09
2021-03-08,1.8866402e-05,0.00029648776,2.6876233e-18,0.9999989,0.02963456,0.9994678,3.7751455e-09
2021-03-09,3.7447187e-08,0.00042367223,3.3262534e-16,0.9999951,0.05928818,0.99800104,8.678113e-07
2021-03-10,1.6629265e-08,0.000434459,9.40442e-16,0.9979819,0.0007852734,0.9986002,3.844365e-09
2021-03-11,1.8100405e-08,0.005745622,2.226801e-18,0.99809295,0.04295624,0.9889374,6.1373044e-09
2021-03-12,1.5556793e-10,0.0002761637,4.4803363e-16,0.99927634,0.07776092,0.9997936,7.7885875e-07
2021-03-13,1.772616e-07,0.02291908,1.2962198e-16,0.72348654,0.8233452,0.9995796,2.8783277e-14
2021-03-14,1.8634276e-07,0.00076191,6.5747895e-17,0.99014497,0.23645958,0.9997602,1.2271914e-13
2021-03-15,5.2744976e-08,9.664001e-05,8.639572e-15,0.97245556,0.70105475,0.9999982,1.4818046e-12
2021-03-16,7.607394e-09,4.0576606e-06,3.794083e-15,0.9949266,0.014763058,0.9998772,1.2575839e-12
2021-03-17,2.5470998e-08,7.730698e-06,1.2384185e-18,0.9156898,0.036560185,0.99964535,2.3762164e-14
2021-03-18,1.9156801e-10,1.8661869e-05,2.9122968e-17,0.9939996,0.0016718252,0.9993519,1.3157853e-14
2021-03-19,1.144463e-11,0.00040921703,3.141604e-15,0.7019665,2.5600866e-05,0.99928313,1.8905494e-15
2021-03-20,2.6027407e-09,5.5204502e-08,8.014863e-17,0.90511316,0.00015784903,0.9999429,5.844801e-15
2021-03-21,2.3179288e-10,0.18917695,5.565138e-16,0.103896014,1.9716297e-06,0.9999999,6.231547e-14
2021-03-22,2.262734e-08,0.0017847634,7.562432e-16,0.007935839,2.70895e-07,0.99999976,2.242184e-13
2021-03-23,8.2481006e-07,0.013164291,2.4036182e-13,2.5174666e-07,5.25273e-09,1.0,5.874706e-16
2021-03-24,1.5021111e-08,0.9972505,9.340879e-14,9.8543595e-08,5.347159e-11,1.0,5.819077e-17
2021-03-25,1.5013485e-06,0.9962134,1.5910377e-14,6.2209583e-06,2.7294704e-09,1.0,4.2285267e-13
2021-03-26,8.444799e-11,0.034072418,1.9825114e-11,7.241377e-10,1.799674e-13,1.0,3.826995e-21
2021-03-27,1.6251924e-07,0.31802517,2.0725009e-11,3.262781e-07,3.4958952e-10,0.9999969,8.772938e-17
2021-03-28,3.3420204e-11,1.686535e-05,2.1079122e-13,2.0869417e-07,3.5103648e-07,0.9999938,4.1958857e-16
2021-03-29,4.0451773e-08,0.97620857,1.7368641e-09,4.207308e-11,3.6318813e-08,1.0,4.7660984e-21
2021-03-30,0.00012793875,0.9984805,1.9123605e-07,1.5727149e-10,2.377724e-12,1.0,4.5506436e-18
2021-03-31,0.001735255,0.99394304,2.2971442e-08,1.040402e-09,3.3034652e-17,1.0,8.4226665e-18
2021-04-01,0.0025639373,0.99985087,3.6641882e-06,5.9753835e-13,3.7990867e-11,1.0,3.1208258e-19
2021-04-02,0.12360633,0.9999888,2.4650182e-05,2.0719346e-12,2.3462315e-14,1.0,9.125641e-19
2021-04-03,4.5723917e-07,8.53037e-05,3.617199e-11,2.152585e-09,1.2717923e-11,1.0,1.04657624e-16
2021-04-04,4.132304e-06,0.023521695,7.12849e-05,1.7714425e-12,4.409111e-15,1.0,1.0310858e-16
2021-04-05,0.00014316004,0.99989104,7.9056736e-05,8.261107e-12,2.2669282e-12,0.99999964,2.7356932e-17
2021-04-06,4.6512838e-08,0.17273258,4.5708464e-09,4.270911e-09,2.1536555e-14,1.0,8.673273e-18
2021-04-07,4.2575202e-06,0.99995565,5.0615405e-09,2.9822578e-10,9.750649e-12,1.0,1.9991646e-16
2021-04-08,1.9071249e-05,0.9999933,4.5161406e-07,2.9683412e-11,8.990191e-12,1.0,1.8344133e-13
2021-04-09,0.87460834,0.9999999,8.944548e-07,2.2988557e-10,1.9013641e-13,0.99999297,3.3572805e-09
2021-04-10,0.90413785,1.0,4.6495083e-09,1.229673e-07,1.7196487e-11,0.99997044,1.4031123e-09
2021-04-11,0.8877061,1.0,3.6566274e-11,8.311799e-07,2.5331811e-11,1.0,1.6528597e-10
2021-04-12,0.13131632,0.9826658,2.1940893e-06,6.8250136e-13,3.2644563e-09,1.0,2.3672889e-12
2021-04-13,0.9449763,0.99999714,2.0919477e-09,1.2741292e-09,6.3117295e-10,1.0,4.2417578e-13
