date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9
2019-06-25,0.9976427,2.127208e-05,0.9999424,0.0005260109,0.0002890856,0.061640453,0.939442,0.99999964,0.06465012,0.004571132
2019-06-26,0.5083405,1.6066952e-07,0.99993205,1.1320138e-05,0.0012790102,0.011115051,0.97231174,0.9999999,0.16689342,0.0070440136
2019-06-27,0.84120154,1.4656624e-06,0.9998971,0.000104751736,0.00019984362,0.49225777,0.5634576,1.0,0.017530857,0.029998763
2019-06-28,0.8227975,2.663218e-07,0.999851,5.225466e-05,0.0010648145,0.6018471,0.9668222,0.9999999,0.18636279,0.0456872
2019-06-29,0.99547774,1.6367978e-05,0.9976209,0.0016956271,0.018253436,0.6621675,0.9916299,0.99987733,0.21152262,0.3522071
2019-06-30,0.6727749,1.1579828e-06,0.9979177,0.0053300154,0.0067923246,0.940396,0.9990433,0.99998367,0.10036592,0.041746855
2019-07-01,0.0028483975,0.015233206,0.9999397,0.005233688,0.30099985,0.29498997,0.9986266,0.9999863,0.6839713,0.048181333
2019-07-02,0.092078574,0.0017873904,0.99991,7.840801e-06,0.47613764,0.70939356,0.981564,0.99999857,0.83053297,0.6600019
2019-07-03,0.009222,9.553414e-06,0.9998474,0.00063487736,0.0076481933,0.7511034,0.9997489,0.9999988,0.95635897,0.5758811
2019-07-04,0.59456813,0.00027179703,0.9999088,0.00017927823,0.0067902342,0.033364862,0.99109685,0.99971396,0.2576337,0.85656226
2019-07-05,0.0012154538,2.3889927e-06,0.99995184,0.000102952785,0.0011958402,0.2777421,0.9976635,0.9999987,0.048652906,0.67973393
2019-07-06,0.070644416,2.7933659e-06,0.9990895,0.0025382796,0.0031321177,0.7969486,0.9988643,0.9999751,0.49938872,0.8475592
2019-07-07,0.00033846518,0.0013512791,0.9999597,0.00019387717,0.08437449,0.41138038,0.9995245,0.999998,0.90978116,0.86545825
2019-07-08,0.011220649,0.0004395692,0.9987633,4.6533114e-05,0.41325012,0.28610143,0.9997577,0.9999645,0.24358852,0.9917099
2019-07-11,0.0029379937,0.000538277,0.9950976,0.0017901293,0.0008328247,0.87660277,0.99597895,0.9999995,0.25921017,0.8201445
2019-07-13,0.37184325,0.000549717,0.9999635,0.00016346907,0.0131586185,0.68956715,0.99878937,0.999995,0.8988581,0.191586
2019-07-14,0.002467294,0.0001426753,0.999199,0.0028630514,0.007916342,0.8663223,0.999138,0.9999999,0.40718302,0.39640555
2019-07-15,0.4192186,2.408336e-06,0.99984705,0.00015052348,0.000520036,0.94462925,0.9479923,0.9999993,0.0058137025,0.30941328
2019-07-16,0.05488869,2.6389203e-05,0.9996712,0.004804882,0.0004215616,0.93874526,0.9999478,0.9999912,0.04232036,0.15615351
2019-07-17,0.0032933205,4.9728783e-07,0.99988556,0.030627644,0.0012015456,0.9706115,0.99964666,0.99999917,0.68958795,0.1892077
2019-07-18,0.00051686564,4.4682398e-05,0.9999794,7.413433e-05,0.010194437,0.4442947,0.9908126,0.9999999,0.3091095,0.22533463
2019-07-24,0.013240054,0.004747637,0.9970782,3.4481636e-05,0.38970792,0.49053857,0.9152303,1.0,0.1319837,0.20986526
